Name,Brand,Price,Specifications,Description,URL,Images,ScrapedAt
Peak Design Travel Duffle 35L,N/A,"Rp2,465,000 Rp2,965,000","{""Key Features:"":""100% Recycled 600D Nylon Canvas Shell | Padded Hand Straps with Magnetic Clasp | Removable Shoulder Strap | Holds 3 Packing/Photo Cubes | Oversized #10 Weatherproof Zipper | Theft-Deterrent Zipper Pulls | Use Hand Straps to Wear as Backpack | 2 Interior and 4 Exterior Pockets"",""What's in the box?"":""Peak Design Travel Duffle | Padded Shoulder Strap | 2 x Padded Hand Strap | Limited Lifetime Warranty""}",The 35L Travel Duffel from Peak Design has a 100% recycled 600D nylon canvas top and a waterproof 900D bottom.,https://shop.anekafoto.com/home/1711-160-travel-duffle-35l-btrd-35-sg-1.html#/1-color-black,,2026-04-12T15:29:26.944Z
Peak Design Travel Backpack 30L,N/A,"Rp4,110,000 Rp5,420,000","{""Key Features:"":""Expansion/Compression Zippers | Designed for Internal Compartment System | Stowable Shoulder & Sternum Straps | Expandable Side Pockets | 15\"" Laptop and Tablet Pockets | Soft-Lined Top Pocket for Essentials | Low-Profile Top & Side Handles | 100% Recycled 400D Nylon | Waterproof 900D Nylon Bottom""}","The sage green Travel Backpack 30L from Peak Design is the core of a versatile transportation system for photographers, multimedia creators, and dedicated travelers.",https://shop.anekafoto.com/home/4224-1809-peak-design-travel-backpack-30l.html#/1-color-black,,2026-04-12T15:29:27.848Z
Peak Design Tech Pouch,N/A,"Rp1,160,000 Rp1,510,000","{""Key Features:"":""200D Water-Resistant Nylon Exterior | Versatile & Space Efficient | Electronic Accessories Compartment | Compatible with Select Peak Travel Bags | Mounts Align with Travel Bag Openings | Water-Resistant Zippered Closure | 15 Organizational Interior Pockets | Interior and Exterior Zippered Pockets | Power Cord Pass-Through"",""What’s in the box?"":""Peak Design Tech Pouch""}",This 2L Tech Pouch from Peak Design is an easy-access organizer for all your tech essentials.,https://shop.anekafoto.com/home/1546-479-tech-pouch-btp-mn-1.html#/1-color-black,,2026-04-12T15:29:28.818Z
PGYTECH Wash Pouch,N/A,"Rp599,000","{""Key Features:"":""Wet and Dry Separation Design | Multiple Pockets and Elastic Loops | Splash-Resistant Fabric and Lining | Splash-Resistant YKK Zippers | Convenient Carry Handle | Stowable Hook""}",Keep your toiletries dry and organized with the twilight black Wash Pouch from PGY Tech. Two zippered interior pockets ensure your wet and dry items remain separate.,https://shop.anekafoto.com/home/3846-1467-pgytech-wash-pouch.html#/420-color-moss_green,,2026-04-12T15:29:29.583Z
PGYTECH OneMo Sling 7L,N/A,"Rp1,499,000","{""Key Features:"":""Holds Camera, Drone, iPad, and More | Large Top Opening, YKK Zippers | Expandable Design Increases Capacity | Multiple Sized Sleeves/Pockets | Space for a 16 oz Water Bottle | Tripod Strap on Bottom of Bag | Attach Camera Clips/Carabiners to Strap | Battery Storage/Power Indicator Pocket | Hidden AirTag Pocket""}",The 7L OneMo Sling in space black from PGYTECH has an innovative structure and a large top opening for easy packing and organizing.,https://shop.anekafoto.com/home/3841-pgytech-onemo-sling-7l.html,,2026-04-12T15:29:30.285Z
PGYTECH OneMo Sling 11L,N/A,"Rp1,799,000","{""Key Features:"":""Holds Camera, Drone, iPad, and More | Large Top Opening, YKK Zippers | Expandable Design Increases Capacity | Multiple Sized Sleeves/Pockets | Space for a 16 oz Water Bottle | Tripod Strap on Bottom of Bag | Attach Camera Clips/Carabiners to Strap | Battery Storage/Power Indicator Pocket | Hidden AirTag Pocket""}",The 11L OneMo Sling in gray camo from PGYTECH has an innovative structure and a large top opening for easy packing and organizing.,https://shop.anekafoto.com/home/3847-1470-pgytech-onemo-sling-11l.html#/425-color-space_black,,2026-04-12T15:29:35.567Z
PGYTECH OneMo 2 Backpack 35L,N/A,"Rp3,700,000","{""Key Features"":""Backpack with Shoulder Bag | Efficient Organization | Wide Rear Opening | Double Quick Access"",""What’s In The Box"":""PGYTECH OneMo 2 Backpack (Space Black, 35L) | OneMo Shoulder Bag | 2 x Partition A | 4 x Partition C | 2 x Partition D | 2 x Partition F | 2 x Partition G | Partition H | Partition Fixing Strap | Chest Strap | 2 x Accessory Strap | Waist Strap | Shoulder Strap (for Shoulder Bag)\\ | Packing Bag | Tag Card | Promo Card | Logo Sticker""}",The black OneMo 2 Backpack from PGYTECH has a 35L capacity and is an all-in-one camera bag designed for professional photographers. This backpack and shoulder bag combo can satisfy diverse needs.,https://shop.anekafoto.com/home/3842-pgytech-onemo-2-backpack-35l.html,,2026-04-12T15:29:35.767Z
PGYTECH OneMo 2 Backpack 25L,N/A,"Rp3,339,000","{""Key Features:"":""Backpack with Shoulder Bag | Efficient Organization | Wide Rear Opening | Double Quick Access""}",The black OneMo 2 Backpack from PGYTECH has a 35L capacity and is an all-in-one camera bag designed for professional photographers. This backpack and shoulder bag combo can satisfy diverse needs.,https://shop.anekafoto.com/home/3843-1464-pgytech-onemo-2-backpack-25l.html#/425-color-space_black,,2026-04-12T15:29:36.264Z
PGYTECH OneGo Solo Sling Bag V2,N/A,"Rp1,089,000","{""Key Features:"":""Holds Camera and Lens | Interior Pockets/Tech Device Sleeve | Anti-Theft Protections, YKK Zippers | Elastic Pen Slot | Splash-Resistant Fabric, Bottom Straps | Interior Divider | 11.8 to 59\"" Adjustable Strap""}","The moss green, 4L OneGo Solo V2 from PGYTECH is a stylish and functional sling designed to hold a camera with a lens plus an 8.3"" iPad mini in the main compartment.",https://shop.anekafoto.com/home/3838-1457-pgytech-onego-solo-sling-bag-v2.html#/421-color-obsidian/422-size-4l,,2026-04-12T15:29:36.565Z
PGYTECH OneGo Shoulder Bag 6L,N/A,"Rp1,649,000","{""Key Features:"":""Clamshell Opening for Easy Access | Customizable Dividers | Multiple Organizational Pockets | iPad Sleeve""}","Smart, stylish, and functional, the OneGo Shoulder Bag from PGYTECH makes it easy to carry photo/video gear, devices, and everyday necessities.",https://shop.anekafoto.com/home/3848-1471-pgytech-onego-shoulder-bag-6l.html#/421-color-obsidian,,2026-04-12T15:29:43.651Z
PGYTECH OneGo Drawstring Bag Camera Bag One Go Drawstring,N/A,"Rp599,000","{""Key Features"":""Holds Small/Medium Mirrorless CameraAlso Holds Extra Lens and Accessories | Carry by Hand or Wear over Shoulder | Use as Camera Cube in Larger Bags | Secure Drawstring Closure | Security Clasps, Hidden AirTag Pocket | 2 Interior Dividers""}","The versatile forest OneGo Drawstring Bag from PGYTECH can be used to carry camera gear or everyday items. Carry it by hand, wear it over your shoulder, or use it as a camera cube inside a larger bag. It accommodates a small or medium mirrorless camera plus an extra lens.",https://shop.anekafoto.com/home/4180-1761-pgytech-onego-drawstring-bag-camera-bag-one-go-drawstring.html#/103-color-ivory,,2026-04-12T15:29:43.783Z
Portkeys PT6 5.2 Inch 4K HDMI Touchscreen Monitor,N/A,"Rp2,649,000","{""Key Features :"":""5.2\"" 1920 x 1080 Touchscreen Display | 3D LUT monitoring and 3D LUT HDMI output | 4K30 HDMI Input/1080p60 HDMI Output | False Color and ARRI False Color mode. | Large 178° viewing angle, and a 1500:1 contrast ratio | Framing guides, grids, aspects | Customized image crop to zoom in anywhere in the image | Weight 170g | Dimension 150.7 x 77.8 x 18.5mm"",""What's in the box?"":""1x PT6 Monitor | 1x PT6 Sunshade | 1x HDMI to HDMI Cable | 1x Micro HDMI to HDMI Cable | 2x Pair of Rubber Covers | 1x MH-2 Mount | 1x Safety Box""}","This monitor has a maximum brightness of 600 nits, perfect for shooting indoors or in a controlled studio environment.",https://shop.anekafoto.com/home/2440-portkeys-pt6-52-inch-4k-hdmi-touchscreen-monitor.html,,2026-04-12T15:29:44.012Z
Portkeys PT5 II 5 Inch 4K HDMI Touchscreen Monitor,N/A,"Rp1,900,000 Rp2,100,000","{""Key Features :"":""5\"" 1920 x 1080 Touchscreen Display | 4K HDMI I/O, 3D LUT Import via USB Port | 500 cd/m² Bright/1000:1 Contrast Ratio | Updated with Heat Vents for Cooling | Focus Peaking, RGB & Luma Waveforms | False Color, Histogram & Audio Metering | 3.5mm Headphone Jack, On/Off Switch | DC Input, USB Type-A Output Port | Sunshade & Tilting Shoe Bracket | Optional L-Series & LP-E6 Plates"",""What's in the box?"":""PORTKEYS PT5 II 5\"" 4K HDMI Touchscreen Monitor with 3D LUT Support | Sun Hood Kit | Tilting Shoe Mount | HDMI Type-A Cable | Micro-HDMI Cable | Safety Case""}",The PT5 II has been updated with improved heat dissipation with added holes on its enclosure to keep the monitor cool.,https://shop.anekafoto.com/home/2439-portkeys-pt5-ii-5-inch-4k-hdmi-touchscreen-monitor.html,,2026-04-12T15:29:44.144Z
PowerVision S1 Explorer Kit,N/A,"Rp1,850,000 Rp1,950,000","{""Key Features :"":""AI-Tracking 3-Axis Smartphone Gimbal | Companion iOS/Android Control/Edit App | Wireless Charging, Gesture Control | Foldable, Ultracompact Design | Integrated Tripod, Magnetic Phone Mount | Up to 15 Hours of Runtime | Can Charge/Power with Power Bank | Supports Phones up to 6.4 x 3.3\"" | Weighs only 10.5 oz"",""What's in The Box :"":""Power Vision S1 Smartphone Gimbal Explorer Kit | S1 Gimbal | USB Type-C Cable | Magnetic Phone Clamp""}",Capture smooth and steady video with your smartphone using the PowerVision S1 Smartphone Gimbal Explorer Kit.,https://shop.anekafoto.com/home/2471-486-powervision-s1-explorer-kit.html#/1-color-black,,2026-04-12T15:29:47.770Z
Procore PC-90L Dry Cabinet,N/A,"Rp2,820,000","{""Key Features:"":""Item No : PC – 90S Dry Cabinet | Function : Reduce and maintain the humidity | Display Mode : LED Display | Capacity : 90 ltrs dry cabinet for camera | Product Size : 375*385*650mm | Carton Size : 440*450*740mm | Power : <8W | Volts(V) : AC100-240V / DC 5V 2A | Adjustive Shelf : 3 pcs (come with padded liners) | LED LightingInterior : Yes""}","Dengan Procore PC-90L Dry Cabinet anti jamur, Electric dry cabinet Procore di lengkapi kontrol digital dan layar indikator LED. Kontrol digital berguna untuk melakukan penyetingan kelembaban udara secara otomatis.",https://shop.anekafoto.com/dry-cabinet/2726-dry-cabinet-pc-90l.html,,2026-04-12T15:29:47.967Z
Procore PC-80HS 80L Dry Cabinet,N/A,"Rp2,399,000 Rp2,510,000","{""Key Features:"":""Rated Power : < 8W | Rated Voltage : 5V - 2A | Capacity: 80 Liter horizontal | Humidity control range: 25% - 60% RH | Digital Dry Cabinet for 80L | Protect valuable products from humidity | High quality LCD panel display | Dimensi Produk : 54 cm x 37 cm x 51 cm""}",Electric dry cabinet dengan kontrol digital dan layar indikator LED. Kontrol digital berguna untuk melakukan penyetingan kelembaban udara secara otomatis.,https://shop.anekafoto.com/dry-cabinet/2725-dry-cabinet-pc-85l.html,,2026-04-12T15:29:48.484Z
Procore PC-55S 55L Dry Cabinet,N/A,"Rp1,900,000 Rp2,000,000","{""Key Features:"":""Kapasitas 55 Liter | Jumlah sekat : 3 Sekat | Konsumsi daya : Kurang dari 8W | Voltase : 5V 2A | Produk Dimensi : 31.5cm x 32cm x 62.6cm""}","Lindungi kamera dan aksesoris kesayangan kalian dengan drycabinet dari Procore. Dengan menyimpan kamera kalian didalam Drycabinet kamera, lensa dan aksesoris kalian dapat terlidung dari pertumbuhan jamur dan suhu yang ekstrem.",https://shop.anekafoto.com/dry-cabinet/2721-dry-cabinet-pc-55l.html,,2026-04-12T15:29:51.033Z
Procore PC-35S 35L Dry Cabinet,N/A,"Rp1,270,000 Rp1,370,000","{""Key Features:"":""Kapasitas 35 Liter | Jumlah sekat: 1 sekat | Konsumsi daya: Kurang dari 8W | Voltase: 5V 2A""}","Lindungi kamera dan aksesoris kesayangan kalian dengan drycabinet dari Procore. Dengan menyimpan kamera kalian didalam Drycabinet kamera, lensa dan aksesoris kalian dapat terlidung dari pertumbuhan jamur dan suhu yang ekstrem.",https://shop.anekafoto.com/dry-cabinet/2719-dry-cabinet-pc-35l.html,,2026-04-12T15:29:51.685Z
Procore PC-25S 25L Dry Cabinet,N/A,"Rp900,000 Rp960,000","{""Key Features :"":""Function : Reduce and maintain the humidity | Capacity : 25L dry box | Size : 26 x 28 x 35 cm | Packing Size : 41,5 x 31,5 x 36,0 cm | Power : <8W | Application Voltage : AC100-240V / DC 5V 2A""}",Procore PC-25L Dry Cabinet di lengkapi kontrol digital dan layar indikator LED. Kontrol digital berfungsi untuk melakukan penyetingan kelembaban udara secara otomatis.,https://shop.anekafoto.com/dry-cabinet/2723-dry-cabinet-pc-25l.html,,2026-04-12T15:29:54.768Z
Procore PC-250L Dry Cabinet,N/A,"Rp6,050,000","{""Key Features:"":""This case for anti-oxidation,anti-deterioration,anti-corrosion,anti-fungus and anti-aging. | LED Digital display humidity 25~60%RH. | Suitable for cameras, lenses, memory cards, video cameras, telescopes, photographs, slides, CDs, DVDs. | Material: 0.8-1.0 thick cold-rolled steel. | Have 2pcs key. | Removable steel shelf board and can movable up and down to your need position. | Adjustable front feet.""}",N/A,https://shop.anekafoto.com/home/3264-procore-pc-250l-dry-cabinet.html,,2026-04-12T15:29:56.238Z
Procore PC-230L Dry Cabinet,N/A,"Rp5,810,000","{""Key Features:"":""Electronically Controlled Dehumidifier | Reduces Relative Humidity: 60 to 35% | Keyed Door Lock Protects Contents | Door Seal Protects from Dust and Dirt | 2 Adjustable Metal Shelves | 3 Fitted Padded Shelf Liners | Interior LED Lighting | Includes Multi-Voltage Power Supply | Includes Two Keys""}",N/A,https://shop.anekafoto.com/home/3263-procore-pc-230l-dry-cabinet.html,,2026-04-12T15:29:57.488Z
Procore PC-160S 160L Dry Cabinet,N/A,"Rp4,300,000 Rp4,510,000","{""Key Features:"":""Function : Reduce and maintain the humidity | Display Mode : LED Display | Capacity : 160 dry cabinet for camera | Product Size : 44 x 45 x 123,5 cm | Power : <8W | Volts(V) : AC100-240V / DC 5V 2A | Adjustive Shelf : 5 pcs (come with padded liners) | LED LightingInterior : Yes""}","Lindungi kamera dan aksesoris kesayangan kalian dengan Drycabinet dari Procore. Dengan menyimpan kamera kalian didalam Drycabinet kamera, lensa dan aksesoris berharga kalian dapat terlidung dari pertumbuhan jamur dan suhu yang ekstrem.",https://shop.anekafoto.com/dry-cabinet/2728-dry-cabinet-pc-160l.html,,2026-04-12T15:29:58.551Z
"Ricoh TW-1 Underwater Housing for THETA V, S, or SC",N/A,"Rp5,199,000","{""Key Features:"":""Depth Rating: 98' | Mechanical Control | Made of Durable, Clear Plastic | Built-In Dome Lens Port"",""What’s In The Box?"":""Ricoh TW-1 Underwater Housing for Theta V, S, or SC | Carrying Case | Strap | Limited 1-Year Manufacturer Warranty""}","Capture brilliant UHD 4K or Full HD 1080p video and beautiful stills of parrot fish and coral reefs with your Ricoh Theta V, S, or SC digital camera in the TW-1 Underwater Housing.",https://shop.anekafoto.com/home/1568-theta-underwater-housing-tw-1.html,,2026-04-12T15:30:00.719Z
Ricoh THETA SC2 4K 360 Spherical Camera,N/A,"Rp4,895,000","{""Key Features:"":""Easy-to-Use Enthusiast 4K 360 Camera | Internal Stitching, 4K Shake Correction | 360 4K30 Video & 5376 x 2688 360 Photos | Face Correction, Night Mode, 14GB Memory"",""What’s In The Box?"":""Ricoh THETA SC2 4K 360 Spherical Camera (Blue) | Soft Case | Micro-USB Cable | Limited 1-Year Manufacturer Warranty""}","The THETA SC2 is simple to operate for beginners and everyone else, and it's so compact it can be kept in your pocket at all times and pulled.",https://shop.anekafoto.com/home/1716-1124-theta-sc-2.html#/62-color-blue,,2026-04-12T15:30:08.756Z
Ricoh Pentax WG-90 Digital Camera,N/A,"Rp6,250,000 Rp7,050,000","{""Key Features:"":""For Outdoor and Underwater Photography | 16MP BSI CMOS Sensor | 2.7\"" LCD Monitor with AR Coating | 5x Optical Zoom Lens | Built-In Ring Light | Full HD Movie Recording | 6 LED Macro Lights on Lens Barrel | Impact, Freeze, and Waterproof | Triple Anti-Shake Protection"",""What’s in the box?"":""Ricoh Pentax WG-90 Digital Camera (Blue) | Rechargeable Li-Ion Battery D-LI92 | Power Adapter AC-U2 | Power Plug | USB Cable I-USB157 | Strap O-ST104 | Macro Stand O-MS1 | Limited 1-Year Manufacturer Warranty""}","Built to operate in the harshest conditions, the blue Pentax WG-90 Digital Camera from Ricoh provides a reliable means of capturing still photos and video in situations where ordinary cameras fall short.",https://shop.anekafoto.com/home/3424-1435-ricoh-pentax-wg-90-digital-camera.html#/1-color-black,,2026-04-12T15:30:14.347Z
Ricoh GR IIIx Urban Edition Digital Camera,N/A,"Rp19,090,000","{""Key Features"":""24.2MP APS-C CMOS Sensor | GR Engine 6 | 40mm f/2.8 Lens (35mm Equivalent) | 3-Axis Shake Reduction System | 3\"" 1.037m-Dot Touchscreen LCD | Full HD 1080/60p Video Recording | Bluetooth LE and Wi-Fi | Hybrid AF System, Macro Mode | 50mm and 71mm Focal Length Crop Modes | USB Type-C Port, SD Card Slot"",""What’s In The Box"":""Ricoh GR IIIx Urban Edition Digital Camera | Ricoh DB-110 Rechargeable Lithium-Ion Battery (3.6V, 1350mAh) | Ricoh I-USB166 USB Cable | Ricoh GN-2 Ring Cap (Black) | Ricoh GN-2 Ring Cap (Navy Blue) | USB Power Adapter | AC Plug | Hot Shoe Cover | Hand Strap""}","Packed with updated features and optimized for street photography, this Ricoh GR IIIx Urban Edition Digital Camera offers outstanding image quality, fast response times, and excellent portability.",https://shop.anekafoto.com/home/1574-digital-camera-gr-iii-x-urban-edition.html,,2026-04-12T15:30:15.967Z
Ricoh GR IIIx HDF Digital Camera,N/A,"Rp19,990,000","{""Key Features:"":""Built-in Highlight Diffusion Filter | 24.2MP APS-C CMOS Sensor | GR Engine 6 | 40mm f/2.8 Lens (35mm Equivalent) | 3-Axis Shake Reduction System | 3\"" 1.037m-Dot Touchscreen LCD | Full HD 1080/60p Video Recording | Bluetooth LE and Wi-Fi | Hybrid AF System, Macro Mode | USB-C Port, SD Card Slot"",""What's in the box?"":""Ricoh GR IIIx HDF Digital Camera | Ricoh DB-110 Rechargeable Lithium-Ion Battery (3.6V, 1350mAh) | Ricoh I-USB166 USB Cable | USB Power Adapter | Power Plug | Hand Strap | Limited 1-Year Manufacturer Warranty""}","Incorporating a newly developed highlight diffusion filter (HDF), the Ricoh GR IIIx HDF allows users greater control over the style of their imagery while maintaining exceptional image quality.",https://shop.anekafoto.com/home/3422-ricoh-gr-iiix-hdf-digital-camera.html,,2026-04-12T15:30:17.884Z
Ricoh GR IIIx Digital Camera,N/A,"Rp18,190,000","{""Key Features"":""24.2MP APS-C CMOS Sensor | GR Engine 6 | 40mm f/2.8 Lens (35mm Equivalent) | 3-Axis Shake Reduction System | 3\"" 1.037m-Dot Touchscreen LCD | Full HD 1080/60p Video Recording | Bluetooth LE and Wi-Fi | Hybrid AF System, Macro Mode | 50mm and 71mm Focal Length Crop Modes | USB Type-C Port, SD Card Slot"",""What’s In The Box"":""Ricoh GR IIIx Digital Camera | Ricoh DB-110 Rechargeable Lithium-Ion Battery (3.6V, 1350mAh) | Ricoh I-USB166 USB Cable | USB Power Adapter | Power Plug | Hand Strap""}","Recently updated and packed with features, this Ricoh GR IIIx offers outstanding image quality, fast response times, and excellent portability. The camera showcases a newly designed 26.1mm lens, which provides a 40mm standard angle of view in the 35mm format.",https://shop.anekafoto.com/home/1572-gr-iii-x.html,,2026-04-12T15:30:24.178Z
Ricoh GR III Reguler Street Edition Digital Camera,N/A,"Rp17,580,000","{""General Features"":""24.2MP APS-C CMOS Sensor | GR Engine 6 | 28mm f/2.8 Lens (35mm Equivalent) | 3-Axis Shake Reduction System | Ricoh GR III Street Edition Digital Camera | GN-1 Ring Cap (Street Edition) | Ricoh GN-1 Ring Cap (Black) | Ricoh DB-110 Rechargeable Lithium-Ion Battery (3.6V, 1350mAh) | Ricoh I-USB166 USB Cable | Power Adapter | AC Plug | Hot Shoe Cover | Hand Strap""}","Street Edition The GR III Street Edition is a distinct kit featuring a special edition camera body along with a custom external viewfinder, ring cap, and hand strap.
Camera body has a unique ""asphalt-like"" surface texture, which is achieved by a multi-layer spray process that provides a smooth-but-non-slippery feel.",https://shop.anekafoto.com/home/1571-digital-camera-gr-iii-reguler-street-edition.html,,2026-04-12T15:30:27.078Z
Ricoh GR III OTH Digital Camera,N/A,"Rp16,720,000","{""Key Features :"":""24MP APS-C sensor | 18.3mm (28mm equivalent) F2.8 lens | 3-axis in-body SR stabilization system | On-sensor phase detection autofocus | Ultrasonic sensor cleaning | 3\"" 1.04M-dot touch-sensitive LCD screen | Anti-aliasing filter simulation | Optional 21mm equivalent GW-4 wide adapter lens | 1080/60p video | USB 3.0 (Type C) enables in-camera charging"",""In The Box:"":""DB-110 Rechargeable Lithium-Ion Battery (3.6V, 1350mAh) | I-USB166 USB Cable | Power Adapter | AC Plug | Hand Strap | GN-1 Ring Cap (Black) | Hot Shoe Cover""}","The Ricoh GR III continues the legacy of being a pocketable powerhouse, offering impressive image quality, fast response, and immense portability. Featuring a redeveloped imaging feature set, the GR III combines a 24.2MP APS-C CMOS sensor and GR 6 Engine to realize smooth tonality, rich colors and high sensitivity from ISO 100-102400, along with the ability to output high-resolution 14-games small DNG or Full HD video.",https://shop.anekafoto.com/home/1569-digital-camera-gr-iii-oth.html,,2026-04-12T15:30:30.222Z
RODE VideoMicro Ultracompact Camera-Mount Shotgun Microphone,N/A,"Rp797,000","{""Key Features :"":""Mobile Journalist, Vlogger, Run & Gun | For Cameras and Portable Recorders | Runs on Plug-In Power | Simple Operation with No Controls | 3.5mm TRS Output Jack | Detachable Coiled 3.5mm Cable | Ultracompact and Ultralightweight | Furry Windshield Minimizes Wind Noise | Detachable Shoe/Pole Shockmount"",""What's in The Box :"":""RODE VideoMicro Ultracompact Camera-Mount Shotgun Microphone | Lyre Shoe Shockmount | RODE SC2 Right-Angle 3.5mm TRS Coiled Patch Cable | RODE WS9 Deluxe Windshield for Rode VideoMicro & VideoMic Me (Gray)""}",Switch from using the built-in mic on your camera or portable recorder to the Rode VideoMicro ultracompact camera-mount shotgun microphone for improved sound quality and wind noise reduction without adding heft to your rig.,https://shop.anekafoto.com/home/3792-rode-videomicro-ultracompact-camera-mount-shotgun-microphone.html,,2026-04-12T15:30:32.936Z
RODE VideoMicro II Ultracompact Camera-Mount Shotgun Microphone for Cameras and Smartphones,N/A,"Rp1,159,000","{""Key Features :"":""Run & Gun Video Creators, Live Streamers | Clear Sound for Cameras and Smartphones | Simple Plug & Go Operation | HELIX Isolation Mount System | High-Quality Foam and Furry Windshields | 3.5mm TRS Output Connector | 3.5mm TRS to TRS & TRS to TRRS Cables | No Battery Required | Made in Sydney, Australia"",""What's in The Box :"":""RODE VideoMicro II Ultracompact Camera-Mount Shotgun Microphone for Cameras and Smartphones | Helix Isolation Mount | Foam Windshield | RODE WS12 Deluxe Windshield for VideoMic GO II | RODE SC7 3.5mm Right-Angle TRS to 3.5mm Right-Angle TRRS Coiled Adapter Cable for Smartphone | SC13 TRS to TRS Cable""}","Ideal for run-and-gun video creators and live streamers, the Rode VideoMicro II is an ultracompact and lightweight camera-mount shotgun microphone for recording high-quality audio with a DSLR/mirrorless camera or iOS/Android mobile device.",https://shop.anekafoto.com/home/3793-rode-videomicro-ii-ultracompact-camera-mount-shotgun-microphone-for-cameras-and-smartphones.html,,2026-04-12T15:30:35.370Z
Rode VideoMic Pro+ Camera-Mount Shotgun Microphone,N/A,"Rp3,999,000","{""Key Features :"":""Mobile Journalist, Vlogger, Run & Gun | For Cameras and Portable Recorders | 100-Hr Removable Battery, AAs, or USB | Gain, Bass Roll-Off & Treble Boost | 3.5mm TRS Output with Safety Channel | Power Switch with LED & Auto On/Off | Compact & Lightweight | Improved Windscreen Minimizes Wind Noise | Integrated Shoe/Pole Shockmount"",""What's in The Box :"":""RODE VideoMic Pro+ Camera-Mount Shotgun Microphone | Micro-USB Cable | 3.5mm TRS Cable | LB-1 Lithium-Ion Rechargeable Battery""}","Equipped with expanded power options, extended tonal control, and a redesigned windscreen in a smaller footprint than the VideoMic Pro, the Rode VideoMic Pro+ is optimal for mobile journalists, vloggers",https://shop.anekafoto.com/home/3652-rode-videomic-pro-camera-mount-shotgun-microphone.html,,2026-04-12T15:30:36.080Z
Rode VideoMic NTG Hybrid Analog/USB Camera-Mount Shotgun Microphone,N/A,"Rp3,699,000","{""Key Features :"":""Vlogger, Run & Gun, Voiceover, Podcaster | For Cameras, Mobile Devices & Computers | 30-Hour USB Rechargeable Battery | Variable Gain, Pad, Roll-Off & HF Boost | USB Out or 3.5mm Out with Safety Channel | Power Switch with LED and Auto On/Off | Peak Warning LED | Windscreen Reduces Wind Noise | Includes Shoe/Pole Shockmount"",""What's in The Box :"":""RODE VideoMic NTG Hybrid Analog/USB Camera-Mount Shotgun Microphone | SM7-R Shoe Shockmount | RODE WSVM Shotgun Wind Screen | RODE SC15 Lightning USB Type-C to Lightning Accessory Cable (11.8\"") | RODE SC16 Straight USB Type-C to Right-Angle USB Type-C Cable (11.8\"") | RODE SC10 Right-Angle 3.5mm TRRS Cable (12.6\"")""}","The Rode VideoMic NTG gives video content creators, run-and-gun filmmakers, voiceover artists, and podcasters the sound of the highly regarded NTG shotguns in a convenient camera-mount mic that requires no additional adapters to work with cameras, smartphones, tablets, portable recorders, and USB-equipped computers.",https://shop.anekafoto.com/home/3655-rode-videomic-ntg-hybrid-analogusb-camera-mount-shotgun-microphone.html,,2026-04-12T15:30:37.854Z
RODE VideoMic NTG Hybrid Analog,N/A,"Rp3,699,000","{""Key Features :"":""Vlogger, Run & Gun, Voiceover, Podcaster | For Cameras, Mobile Devices & Computers | 30-Hour USB Rechargeable Battery | Variable Gain, Pad, Roll-Off & HF Boost | USB Out or 3.5mm Out with Safety Channel | Power Switch with LED and Auto On/Off | Peak Warning LED | Windscreen Reduces Wind Noise | Includes Shoe/Pole Shockmount"",""What's in The Box :"":""RODE VideoMic NTG Hybrid Analog/USB Camera-Mount Shotgun Microphone | SM7-R Shoe Shockmount | RODE WSVM Shotgun Wind Screen | RODE SC15 Lightning USB Type-C to Lightning Accessory Cable (11.8\"") | RODE SC16 Straight USB Type-C to Right-Angle USB Type-C Cable (11.8\"") | RODE SC10 Right-Angle 3.5mm TRRS Cable (12.6\"")""}","The Rode VideoMic NTG gives video content creators, run-and-gun filmmakers, voiceover artists, and podcasters the sound of the highly regarded NTG shotguns in a convenient camera-mount mic that requires no additional adapters to work with cameras, smartphones",https://shop.anekafoto.com/home/3706-rode-videomic-ntg-hybrid-analog.html,,2026-04-12T15:30:40.800Z
RODE VideoMic Me-L Directional Microphone for iOS Devices,N/A,"Rp997,000","{""Key Features :"":""For Mobile Video or Mobile VO | Shotgun-Style Mic with iOS Connector | Included Mic Clip & Furry Windscreen | 3.5mm & Lightning Connections | Compatible with Built-In Audio Apps | Cardioid Pattern Tamps Down Room Tone | Monitor/Record with 3.5mm Headphone Jack | Broadcast-Quality Capture up to 48 kHz"",""What's in The Box :"":""RODE VideoMic Me-L Directional Microphone for iOS Devices | Mic Clip | Furry Windshield""}",If you're shooting mobile iOS video and want better audio than what your phone provides—or if you need to record VO or ADR on the go—the Rode VideoMic Me-L is worth your consideration.,https://shop.anekafoto.com/home/3795-rode-videomic-me-l-directional-microphone-for-ios-devices.html,,2026-04-12T15:30:41.122Z
