Name,Brand,Price,Specifications,Description,URL,Images,ScrapedAt
Aputure STORM 80c BLAIR-CG LED Monolight,N/A,"Rp7,900,000","{""General Features"":""Compact, Portable Film/TV Light Fixture | Output: 19,850 Lux at 3.3' w/ Reflector | 1800-20,000K CCT; BLAIR-CG Color Control | 80W Color-Tunable Point-Source Unit | Onboard, DMX, Sidus & App Control | AC Adapter & USB-C 100W Input Options | Optional V-Mount Battery Plate | SSI (D56) 88 | SSI (Tungsten) 84 | 4 Dimming Curves | Mini ProLock Bowens-Type Mount""}","Adding a go-anywhere option to Aputure's line of BLAIR-CG LED chipset lights, the STORM 80c BLAIR-CG LED Monolight is a compact point-source fixture offering a tunable palette with extremely high color accuracy.",https://shop.anekafoto.com/home/4187-aputure-storm-80c-blair-cg-led-monolight.html,,2026-04-12T15:23:42.063Z
Aputure STORM 1200x Bi-Color LED Monolight,N/A,"Rp50,000,000","{""General Features"":""For Studio & Film/TV Production | Output: 96,100 Lux at 3.3' (5600K) | 2500-10,000K CCT, Green/Magenta Control | AC Power | Onboard, DMX, Art-net, etherCON Control | Wireless Control via Bluetooth & CRMX | CRI 95 | TLCI 95 | SSI 87 | CQS 96 | Fan Cooled | Bowens S Accessory Mount | Rated IP65 Weather Protected""}","Pioneering a new approach to conventional bi-color lighting, Aputure's latest point-source workhorse, the STORM 1200x Bi-Color LED Monolight, matches a powerful and innovative full-spectrum chipset with advanced dimming technology, professional color accuracy, a widely adaptable Bowens mount, and a robust, IP65-rated construction for high-end set work under any circumstance.",https://shop.anekafoto.com/home/4193-aputure-storm-1200x-bi-color-led-monolight.html,,2026-04-12T15:23:43.147Z
Aputure STORM 1000c BLAIR-CG LED Monolight with Wide Reflector,N/A,"Rp62,500,000","{""General Features"":""For Studio & Film/TV Production | Output: 14,200 Lux at 9.8' w/ Reflector | 1800-20,000K CCT; BLAIR-CG Color Control | 1000W Color-Tunable Point-Source Unit | Onboard, DMX, Sidus & App Control | Art-Net, sACN & LumenRadio CRMX Control | SSI (D56) 86 | SSI (Tungsten) 88 | Smart, High, Medium & Silent Fan Modes | Bowens ProLock Mount | IP65 Weather Resistance""}","Expanding Aputure's line of BLAIR-CG LED chipset lights, the STORM 1000c BLAIR-CG LED Monolight with Wide Reflector is a versatile point-source workhorse offering exceptional brightness while maintaining extremely high color accuracy.",https://shop.anekafoto.com/home/4186-aputure-storm-1000c-blair-cg-led-monolight-with-wide-reflector.html,,2026-04-12T15:23:44.585Z
Aputure Spotlight Mount Set,N/A,"Rp20,700,000","{""Key Features"":""Bowens Mount | Included 36°,26°,19° Lens | Dual Drop-In Slots | Aluminum Alloy Housing | Yoke with Dual Junior/Baby Mount | Gobo Holder and 3 x B-Size Gobos | Gel Holder and Cleaning Accessories | Compatible with Optional Iris"",""What’s In The Box"":""Aputure Spotlight Mount Set with 26° Lens | Aputure Lens for Spotlight Mount System (26°) | 3 x B-Size Gobo | Gobo Holder | Gel Frame | Lens Pen | Blower | Cleaning Cloth | Hard Case""}",The Aputure Spotlight Mount Set with 36° Lens is a versatile light modifier for producing dramatic yet clean beams of light with a high degree of control.,https://shop.anekafoto.com/home/164-1051-spotlight-mount-set-19.html#/314-variant-mount_set_19_,,2026-04-12T15:23:45.149Z
Aputure Spotlight Mini Zoom,N/A,"Rp8,300,000","{""Key Features:"":""2X Optical Projection Lens | Adjustable 15 to 30° Beam Angle | Built-In Shutters | Drop-In Iris | Accepts M-Size Gobos | Rosette-Style Locking Yoke"",""What's in The Box?"":""Aputure Spotlight Mini Zoom for LS 60d and 60x LED Lights | 15 x M-Size Gobo | Gobo Holder | Iris | Carrying Case""}","Designed for the LS 60d and 60x LED lights, this Spotlight Mini Zoom from Aputure is a 2X optical projection lens.",https://shop.anekafoto.com/home/3345-aputure-spotlight-mini-zoom.html,,2026-04-12T15:23:46.669Z
Aputure Spotlight Max Kit,N/A,"Rp8,300,000","{""Key Features:"":""Bowens Mount | Included 19° Lens | Dual Drop-In Slots | Aluminum Alloy Housing | Yoke with Dual Junior/Baby Mount | Gobo Holder and 3 x B-Size Gobos | Gel Holder and Cleaning Accessories | Compatible with Optional Iris"",""What’s in the box?"":""Aputure Spotlight Mount Set with 19° Lens | Aputure Lens for Spotlight Mount System (19°) | 3 x B-Size Gobo | Gobo Holder | Gel Frame | Lens Pen | Blower | Cleaning Cloth | Hard Case | Limited 1-Year Manufacturer Warranty""}",The Aputure Spotlight Mount Set with 19° Lens is a versatile light modifier for producing dramatic yet clean beams of light with a high degree of control.,https://shop.anekafoto.com/home/3435-1141-aputure-spotlight-max-kit.html#/314-variant-mount_set_19_,,2026-04-12T15:23:47.750Z
Aputure Space Light Diffuser for Nova LED Panels,N/A,"Rp3,300,000","{""Key Features:"":""For Nova P600c & P300c LED Panels | Omni-Directional Soft Light Diffuser | 360° Illumination | Adjustable Light Control Skirt | Circular Aperture | Collapsible Design | Includes Carry Bag"",""What's in The Box?"":""Aputure Space Light Diffuser for Nova LED Panels | Suspension Mount | Light Control Skirt | Carry Bag""}","The Aputure Space Light Diffuser is designed for the Nova P600c and P300c LED Panels and features a cylindrical design, which is achieved by mounting the light into a suspended circular-shaped frame.",https://shop.anekafoto.com/home/3287-aputure-space-light-nova-p600c.html,,2026-04-12T15:23:48.605Z
Aputure Space Light,N/A,"Rp899,000","{""Key Features:"":""LS 120 and 300 Series LED Lights | Ideal for Producing Overhead Soft Light | Compatible w/ Bowens Front Mount Lights | 28.5\"" Height, 18\"" Diameter"",""What's in The Box?"":""Aputure Space Light | Space Light Body | Side Reflector | 6 x Clips | Storage Bag""}","Compatible with Aputure LS 120 and 300 series LED lights, or any LED light with a Bowens front accessory mount, the Space Light is commonly hung (often with several space lights) on set or in a studio to fill the space with general soft illumination.",https://shop.anekafoto.com/home/3354-aputure-space-light-softbox-for-300d120d-series.html,,2026-04-12T15:23:49.503Z
HoverAir Hover Air X1 ProMax,N/A,"Rp12,499,000 Rp13,799,000","{""Key Features:"":""Compact & Foldable Design | Multiple Modes for Automated Flight | Up to 8K30 or 4K120 Slo-Mo Footage | No Remote or Phone Required | Electronic Image Stabilization | Automatic Horizon Leveling | Safe Flight with Full Propeller Cage | Level 5 Wind Resistance up to 24 mph | Up to 16 Minutes of Flight Time"",""Standard"":""HOVERAir X1 PROMAX | Flight Battery | USB-C Cable"",""Combo"":""HOVERAir X1 PROMAX Basic Combo | 2 x Flight Battery | Charging Hub | 65W Power Adapter | Combo Case | USB-C Cable""}",N/A,https://shop.anekafoto.com/home/4259-1844-hoverair-hover-air-x1-promax.html#/325-variant-standard,,2026-04-12T15:23:50.310Z
Avangarde Seamless Background Paper,N/A,"Rp799,000","{""What's in the box?"":""Avangarde Seamless Background Paper  2.7x11m""}",N/A,https://shop.anekafoto.com/home/397-1111-seamless-background-paper-27x11-m.html#/351-color-eco_bright_white,,2026-04-12T15:23:51.169Z
Avangarde PX Digital Pocket Video Camera,N/A,"Rp2,999,000",{},N/A,https://shop.anekafoto.com/home/4256-avangarde-px-digital-pocket-video-camera.html,,2026-04-12T15:23:52.206Z
Avangarde Premium Camera Cleaning Kit & Maintenance Kit 5 in 1,N/A,"Rp89,000",{},N/A,https://shop.anekafoto.com/home/4253-avangarde-premium-camera-cleaning-kit-maintenance-kit-5-in-1.html,,2026-04-12T15:23:52.805Z
Avangarde AV-WM2 Wireless Microphone AVWM2 Mic for Camera & Smartphone,N/A,"Rp999,000",{},N/A,https://shop.anekafoto.com/home/4254-avangarde-av-wm2-wireless-microphone-avwm2-mic-for-camera-smartphone.html,,2026-04-12T15:23:53.942Z
Avangarde AV-TLS9R RGB LED Light,N/A,"Rp279,000",{},N/A,https://shop.anekafoto.com/home/4255-avangarde-av-tls9r-rgb-led-light.html,,2026-04-12T15:23:55.128Z
Avangarde AV-LED60 Video LED Light,N/A,"Rp899,000",{},N/A,https://shop.anekafoto.com/home/4257-avangarde-av-led60-video-led-light.html,,2026-04-12T15:23:55.808Z
Avangarde AV-DC80S Electronic Dry Cabinet 80L,N/A,"Rp1,919,000",{},N/A,https://shop.anekafoto.com/home/4252-avangarde-av-dc80s-electronic-dry-cabinet-80l.html,,2026-04-12T15:23:56.600Z
Beike Tripod ZP100,N/A,"Rp299,000","{""Key Features:"":""Material: Aluminum alloy + ABS | Weight: 0.42kg | Extend: 142cm | Folded: 33cm | Width: 5cm | Portable and flexible, ideal for outdoor, travel and timer shoots | Bluetooth controller provided which make selfie/wefie easier. | Compatible with all Kinds of Digital Cameras, Camcorder or smart phon. | With grip for adjusting head position | Aluminum Stick which last longer""}","Holds tablet vertically or horizontally! View angle adjustment.Great for video chat, watching movies, playing games, display or marketing and reading eBooks on your tablet in home, office or exhibition Release your hands for doing something else.",https://shop.anekafoto.com/home/312-tripod-zp-100.html,,2026-04-12T15:23:57.147Z
Beike Tripod TXC Carbon Fiber Travel Tripod with Ballhead,N/A,"Rp4,499,000",{},N/A,https://shop.anekafoto.com/mobilephone-lighting/322-txc-carbon-fiber-travel-tripod-with-ballhead.html,,2026-04-12T15:23:58.089Z
Beike Tripod TX1 Monopod 2 in 1 Multifunction,N/A,"Rp1,499,000","{""Key Features:"":""Material : Aluminium Alloy | Pegangan : Rubber 2 sisi | Ballhead 360 ° | Panjang terlipat : 44 cm | Tripod max tinggi: 184 cm | Tinggi max monopod: 108 cm | Jumlah kolom: 4 bagian | Max. diameter tabung: 25mm | Beban kapasitas: 8 kg | Berat : 1856g"",""What’s in the box?"":""1x Tripod | 1x Ballhead | 3x Spike | 1x Pouch multifungsi | 1x Kunci L | 1x Phone holder | 1x Pouch Ballhead | 1x Tas penyimpanan""}","Made from aluminum alloy, manufactured with high technology and intensively tested.This camera tripod combines good performance and high-end design appearance, durable and trendy.",https://shop.anekafoto.com/home/323-tx1-tripod-monopod-2-in-1-multifunction.html,,2026-04-12T15:23:59.448Z
Beike Tripod Q 999H,N/A,"Rp999,000","{""Key Features:"":""Transverse Center Column | Strong Stability | Compact & Flexible | Metal Ball Head | Detachable Monopod"",""What’s in the box?"":""1x Tripod | 1x BallHead | 1x Pouch BallHead | 2x Allen Key | 1x Multifunctional Pocket | 1x Tripod Bag | 1x Product Manual | 1x Warranty Card""}","Central column moves traverse,It can be rotated 360°horizontally,making it easier for photography enthusiasts to realize panorama shooting. Center column inverted installation to realize the lowest angling shooting, macro shooting, and special photography",https://shop.anekafoto.com/home/309-tripod-q-999h.html,,2026-04-12T15:24:00.217Z
Beike Tripod Q 666,N/A,"Rp875,000","{""Key Features:"":""Folded Length: 350mm | Max Height: 1545mm | Weight: 1450g | Material: Aluminum | Max. Load Capacity: 8kg | Head Type: 360 degree Swivel Fluid Head | Carrying bag included""}",Beike Q-666 Professional Traveller's Ballhead Tripod with Monopod is a compact tripod for those who are looking for something very compact for travelling use but with strength to handle extra weight.,https://shop.anekafoto.com/home/308-tripod-q-666.html,,2026-04-12T15:24:00.926Z
Beike Tripod Q 298H,N/A,"Rp1,050,000","{""Key Features:"":""Model : Q298H | Material: Aluminum alloy | Column quantity : 4 sections | Max. tube diameter : 26mm | Min. tube diameter : 17mm | Tripod max height : 200cm | Folded height : 66cm | Vertical mode max height:150cm | Unexrended center column max height: 162cm | Max Load: 8kg | Weight : 1,77kg""}",Q298H Horizontal Tripod Professional Video Protable Travel Tripod 4 Sections With 360 Ball Head,https://shop.anekafoto.com/home/316-tripod-q-298-h.html,,2026-04-12T15:24:03.451Z
Beike Tripod Q 202F,N/A,"Rp700,000","{""Key Features:"":""Material: Aluminium | Maximum Height : 154cm | Minimum Height : 50cm | Folded length : 43cm | 4 Sections | Tripod Weight : 1.48kg | Max Weight Load : 5kg | 1/4\"" Screw thread | Adjustable column for flatlay photos | Convertible all in one Tripod solution"",""What’s in the box?"":""Included: | 1x Tripod | 1x Tripod bag | 1x Manual Book | 1x Kartu Garansi Resmi""}","Horizontal Center, Made of High Quality Aluminium, 3-Way Swivel Fluit Head, 4-Section Column Leg",https://shop.anekafoto.com/home/315-tripod-q-202-f.html,,2026-04-12T15:24:04.048Z
Beike Tripod Q 066,N/A,"Rp700,000","{""Key Features:"":""Material : Aluminium | Section : 4 Section | Max Diameter : 22mm | Min Diameter : 17mm | Tinggi Max : 130cm | Tinggi Dilipat : 29cm | Berat : 0.84kg | Max Load : 8kg""}","4-section travel tripod, twist lock, height adjustable from 21-51 inches. The center column can be used as a selfie stick. 360 degree swivel ball head works with phone clamp, digital camera, film camera, DSLR, action camera, etc.",https://shop.anekafoto.com/home/398-q-066-traveling-tripod-monopod-alumunium.html,,2026-04-12T15:24:05.574Z
Billingham Eventer MKII Camera Bag,N/A,"Rp11,800,000","{""Key Features:"":""Made from Weather-Resistant Material | Padded Laptop Slip Fits 14\"" Macbook Pro | Fits DSLR/Mirrorless Cameras with Lenses | Dual Quick Release Front Straps | Removable Padded Insert with Dividers"",""What’s in the box?"":""Billingham Eventer MKII Camera Bag (Sage Fibrenyte and Chocolate Leather) | Billingham SP50 Shoulder Strap Pad (with Antique Studs) | Olive Padded Divider Insert | Chocolate Eventer MKII Front Straps | Limited 5-Year Manufacturer Warranty""}","Carry and protect your camera and laptop with the sage fibrenyte and chocolate leather Eventer MKII Camera Bag from Billingham. This bag is ideal for carrying mid-size DSLR, mirrorless, and rangefinder cameras, some medium format cameras with lenses attached, and extra lenses.",https://shop.anekafoto.com/home/3297-996-billingham-eventer-mkii-camera-bag.html#/1-color-black,,2026-04-12T15:24:07.160Z
Billingham 72 Camera Bag,N/A,"Rp2,400,000","{""Key Features:"":""Holds Small Mirrorless or Rangefinder | Slim Front Exterior Pocket | Interior Measures 5.5 x 4.3 x 3.5\"" | Foam Padding, Vertical Divider | Adjustable, Removable Shoulder Strap | Top Grain Leather Accents | Solid Brass Hardware, Rear Belt Loop | Removable Padded Base | Lightweight at 16.2 oz | Drawstring Storage Bag"",""What’s in the box?"":""Billingham 72 Camera Bag (Sage FibreNyte/Chocolate Leather Trim, 1.4L) | Vertical Interior Divider | Padded Interior Base | Shoulder/Sling Strap""}","The 72 Camera Bag from Billingham is made from sage FibreNyte with chocolate leather trim. It has a 1.4L capacity to protect your rangefinder, mirrorless, or other small camera.",https://shop.anekafoto.com/home/3302-1000-billingham-72-camera-bag.html#/1-color-black,,2026-04-12T15:24:07.500Z
Boya Omic-U 2 Person Wireless Microphone System with USB-C Connector for Mobile Devices,N/A,"Rp1,099,000","{""Key Features"":""For Content Creation | 2-Person Shoots with Mobile Devices | 2 x Transmitters with Built-In Mic | Dual-Channel USB-C Plug-In Receiver | 164' Transmission Distance | Intelligent Noise Cancellation | Charging Case, 5-Hour Battery Life"",""What's In The Bo"":""BOYA OMIC-U 2-Person Wireless Microphone System with USB-C Connector for Mobile Devices (Black) | 2 x Transmitter | Plug-In Receiver | Charging Case | 2 x Furry Windscreen | USB-A to USB-C Cable""}",Capture audio in your next two-person vlog for YouTube or Tiktok livestream with your compatible iOS or Android mobile device using the black OMIC-U 2-Person Wireless Microphone System from BOYA.,https://shop.anekafoto.com/home/2140-1433-boya-omic-u-2-person-wireless-microphone-system-with-usb-c-connector-for-mobile-devices.html#/1-color-black,,2026-04-12T15:24:08.324Z
Billingham 35 RUCKSACK,N/A,"Rp6,950,000","{""Key Features:"":""Full-Grain, Vegetable-Tanned Leather | Double Zipper Opening | Removable Padded Insert | Horizontal Flap Divider | 2 Vertical Dividers | Interior Pocket Behind Front Flap | Front Pocket | Ergonomic Shoulder Straps | Solid Brass Fixings | Hanging Loop"",""What’s in the box?"":""Billingham 35 Rucksack (Sage FibreNyte / Chocolate Leather Trim, 7L) | Padded Insert | 3 x Dividers | Limited 5-Year Manufacturer Warranty""}","The stylish and versatile 35 Rucksack from Billingham is made from sage FibreNyte with chocolate leather trim. The main compartment has a 7L capacity to accommodate your camera gear or everyday items, with a double-zippered opening for quick access.",https://shop.anekafoto.com/home/3298-989-billingham-35-rucksack.html#/1-color-black,,2026-04-12T15:24:09.585Z
Boya Omic-D 2 Person Wireless Microphone System with Lightning Connector for iOS Devices,N/A,"Rp1,099,000","{""Key Features"":""For Content Creation | 2-Person Shoots with iOS Devices | 2 x Transmitters with Built-In Mic | Dual-Channel Lightning Plug-In Receiver | 164' Transmission Distance | Intelligent Noise Cancellation | Charging Case, 5-Hour Battery Life"",""What's In The Box"":""BOYA OMIC-D 2-Person Wireless Microphone System with Lightning Connector for iOS Devices (Black) | 2 x Transmitter | Plug-In Receiver | Charging Case | 2 x Furry Windscreen | USB-A to USB-C Cable""}",Capture audio in your next two-person vlog for YouTube or Tiktok livestream with your compatible iOS mobile device using the black OMIC-D 2-Person Wireless Microphone System from BOYA.,https://shop.anekafoto.com/home/2138-1431-boya-omic-d-2-person-wireless-microphone-system-with-lightning-connector-for-ios-devices.html#/1-color-black,,2026-04-12T15:24:11.616Z
Boya Mini TX + TX + RX Wireless Microphone for USB Type-C,N/A,"Rp699,000","{""Key Features"":""For Content Creation | 2-Person Shoots with Mobile Devices | 2 x Tiny Transmitters with Built-In Mic | Plug-In USB-C Receiver | 328' Transmission Distance | 48 kHz 16-Bit Audio Sampling Rate | 3-Level Noise Cancellation, 120 dB SPL | Three Voice Changer Modes | 6-Hour Battery Life, Charging Case"",""What’s In The Box"":""BOYA mini 2-Person Tiny Wireless Microphone System with USB-C Connector for Mobile Devices (2.4 GHz, Black) | 2 x Transmitter | Plug-In Receiver (USB-C) | Charging Case | USB-C to USB-A Charging Cable""}","Designed with unmatched portability for the content creator on the go, the black BOYA mini 2-Person Tiny Wireless Microphone System features ultracompact transmitters weighing just 0.2 oz while improving your audio quality in your next vlog or livestream.",https://shop.anekafoto.com/home/4126-1715-boya-mini-tx-tx-rx-wireless-microphone-for-usb-type-c.html#/1-color-black,,2026-04-12T15:24:13.957Z
Boya Mini TX + TX + RX Wireless Microphone for Lightning Devices,N/A,"Rp799,000","{""Key Features"":""For Content Creation | 2-Person Shoots with iOS Devices | 2 x Tiny Transmitters with Built-In Mic | Plug-In Lightning Receiver | 328' Transmission Distance | 48 kHz 16-Bit Audio Sampling Rate | 3-Level Noise Cancellation, 120 dB SPL | Three Voice Changer Modes | 6-Hour Battery Life, Charging Case"",""What’s In The Box"":""BOYA mini 2-Person Tiny Wireless Microphone System with Lightning Connector for iOS Devices (2.4 GHz, Black) | 2 x Transmitter | Plug-In Receiver (Lightning) | Charging Case | USB-C to USB-A Charging Cable""}","Designed with unmatched portability for the content creator on the go, the black BOYA mini 2-Person Tiny Wireless Microphone System features ultracompact transmitters weighing just 0.2 oz while improving your audio quality in your next vlog or livestream.",https://shop.anekafoto.com/home/4125-1713-boya-mini-tx-tx-rx-wireless-microphone-for-lightning-devices.html#/1-color-black,,2026-04-12T15:24:14.991Z
Boya Mini 1RX USB-C + 1RX Lightning Port + 2TX Wireless Microphone,N/A,"Rp899,000","{""Key Features"":""For Content Creation | 2-Person Shoots with Mobile Devices | 2 x Tiny Transmitters with Built-In Mic | 2 x Plug-In Receivers, USB-C & Lightning | 328' Transmission Distance | 48 kHz 16-Bit Audio Sampling Rate | 3-Level Noise Cancellation, 120 dB SPL | Three Voice Changer Modes | 6-Hour Battery Life, Charging Case"",""What’s In The Box"":""BOYA mini 2-Person Tiny Wireless Microphone System with Lightning & USB-C Connectors for Mobile Devices (2.4 GHz, Black) | 2 x Transmitter | Plug-In Receiver (Lightning) | Plug-In Receiver (USB-C) | Charging Case | USB-C to USB-A Charging Cable | Carrying Pouch""}","Designed with unmatched portability for the content creator on the go, the black BOYA mini 2-Person Tiny Wireless Microphone System features ultracompact transmitters weighing just 0.2 oz while improving your audio quality in your next vlog or livestream.",https://shop.anekafoto.com/home/4124-1711-boya-mini-1rx-usb-c-1rx-lightning-port-2tx-wireless-microphone.html#/1-color-black,,2026-04-12T15:24:15.770Z
Boya BY-WM3T2-D1 Wireless Microphone,N/A,"Rp1,130,000","{""Key Features:"":""2.4GHz wireless microphone system | Ultracompact and portable | Compatible with Apple iOS devices / USB-C ports | Omnidirection built-in mic for 360° sound pickup | Selectable noise cancellation | Automatic pairing & plug and play | RXU’s Type-C port supports charging for external devices during use | TX’s built-in rechargeable battery provides up to 10-hour run time | 50m operating range"",""What’s in the box?"":""BY-WM3T2-D1 Receiver | BY-WM3T2-U1 Transmitter | USB Charging cable | Foam windscreen | BY-WM3T2-D1 Receiver | BY-WM3T2-U1 Transmitter | USB Charging cable | Foam windscreen""}","The BY-WM3T2 series is a mini 2.4GHz wireless microphone system that provides high-quality sound for live streaming, vlogging, course recording and other audio capture applications.",https://shop.anekafoto.com/home/2528-758-boya-by-wm3t2-d1-wireless-microphone.html#/120-variant-ios,,2026-04-12T15:24:16.382Z
Boya BY-WM3T-U2 Wireless Microphone System with USB-C Connector,N/A,"Rp925,000","{""Key Features:"":""2.4GHz dual-channel wireless microphone system | Ultracompact and portable | Compatible with devices with USB-C ports | Omnidirection built-in mic for 360° sound pickup | Selectable noise cancellation | Automatic pairing & plug and play | RXU’s Type-C port supports charging for external | devices during use | TX’s built-in rechargeable battery provides | up to 10-hour runtime | Up to 100m wireless operating range""}","The BY-WM3T-U2 is an ultra-compact 2.4GHz wireless microphone system, ideal for content creation, livestreaming, vlogging, and various other applications. It features two transmitters and one USB-C receiver, ensuring compatibility with Android phones, tablets, and other USB-C devices.",https://shop.anekafoto.com/home/391-microphone-by-wm3t2-u2.html,,2026-04-12T15:24:18.092Z
Boya BY-WM3T-M2 Wireless Microphone,N/A,"Rp1,159,000","{""Key Features:"":""2.4GHz wireless microphone system | Ultra-compact and portable | Compatible with cameras and devices with 3.5mm jack | Built-in omnidirectional microphone for 360° sound pickup | Selectable noise canceling | Automatic pairing & plug and play | Built-in rechargeable TX battery lasts up to 10 hours | Operating range 50m"",""What's in the box?"":""1x RX receiver | 2x TX transmitter | 1x Charging box | 1x USB-C charging cable | 2x foam windshield""}","The BY-WM3T2 series is extremely compact and lightweight, and it is easy to get started as long as you connect the receiver to your device.",https://shop.anekafoto.com/home/2522-boya-by-wm3t-m2-wireless-microphone.html,,2026-04-12T15:24:18.658Z
Brica Mounting Holder BS GO,N/A,"Rp99,000",{},"Accessory extension mount holder for Action Cam, DSLR/Mirrorless Camera",https://shop.anekafoto.com/home/2376-brica-mounting-holder-bs-go.html,,2026-04-12T15:24:20.806Z
Brica Hausing WP Alpha Edition 3S,N/A,"Rp199,000",{},N/A,https://shop.anekafoto.com/home/2382-brica-hausing-wp-alpha-edition-3s.html,,2026-04-12T15:24:23.437Z
Brica Hausing WP Alpha Edition,N/A,"Rp80,000",{},N/A,https://shop.anekafoto.com/home/2381-brica-hausing-wp-alpha-edition.html,,2026-04-12T15:24:24.411Z
Brica BS PRO Smartphone Holder,N/A,"Rp250,000",{},"Holder untuk Smartphone anda yang bisa digunakan pada Brica BSteady PRO kesayangan anda ini mudah digunakan, ringan, memiliki bahan yang kuat dan kompatibel untuk smartphone dengan size layar dibawah 6,5 inch.",https://shop.anekafoto.com/home/2375-brica-bs-pro-smartphone-holder.html,,2026-04-12T15:24:25.235Z
Brica BS-RC1 Remote,N/A,"Rp200,000","{""Key Feature"":""Brica BS-RC1 Remote Control For BSteady Q/XS 2/PRO 2023/2024 /Ultimate | BARANG BARU DAN ORIGINAL 100% | GARANSI 14 HARI TUKAR BARU | (UNIT, BOX DAN AKSESORIS LAIN TIDAK BOLEH RUSAK) | Remote Compatible For : | B-Steady Q | B-Steady XS2 | B-Steady Pro 2023 | B-Steady Pro 2024 | B-Steady Pro Ultimate | BSMU""}",Brica Remote Control For Brica BSteady Q/XS 2/PRO 2023/2024 /Ultimate.,https://shop.anekafoto.com/home/2378-brica-bs-rc1-remote.html,,2026-04-12T15:24:26.446Z
Brica BS FL1 Flash for BS PRO 2024,N/A,"Rp150,000","{""Key Features:"":""Product Type : BS-FL1 | Weight : 16g | Battery : 300mAh | Usage time : +/- 1hr | Lights : | Cold (6500K) | Natural (5500K) | Warm (3000K) | Compatibility : | B-Steady PRO 2024 | B-Steady XS 2"",""What’s in the box?"":""1 x LED BS-FL1""}",Brica B-Steady PRO 2024 LED Magnetic Fill Light Lampu LED BS FL1 Original Acccesories,https://shop.anekafoto.com/home/2377-brica-bs-fl1-flash-for-bs-pro-2024.html,,2026-04-12T15:24:28.232Z
Brica BS Action Cam Holder,N/A,"Rp100,000","{""Key Features:"":""Portable and durable - No tools, clamps or glue | Lossless quick installation more convenient | High precision laser engraving | An intimate Photography assistant, help you to capture all the beautiful images. | 360rotation shooting stably as ever | Support for others type too, DJI Osmo Mobile 2 1 / Zhiyun / Smooth Q / Feiyu Handheld Gimbal""}","This action cam holder for the Brica BSteady PRO is easy to use, lightweight and compatible with the BPRO5 action cam, Go Pro Hero 6 5 4 / 3 , YI Cam and action cameras with similar sizes.",https://shop.anekafoto.com/home/2374-brica-bs-action-cam-holder.html,,2026-04-12T15:24:28.763Z
Brica Battery Alpha Edition,N/A,"Rp80,000",{},N/A,https://shop.anekafoto.com/home/2380-brica-battery-alpha-edition.html,,2026-04-12T15:24:30.905Z
Brinno TLC2020 Housing Bundle Outdoor Time Lapse Camera,N/A,"Rp6,887,500","{""Key Features:"":""TLC2020 Time-Lapse Camera Included | ATH1000 Waterproof Housing Included | 1080p Resolution | 2\"" TFT LCD Screen | 2.8mm Lens | 118° Field of View | Bungee Cords Included | Powered by Four AA Batteries | Battery Life up to 99 Days | Supports microSD Cards up to 128GB""}","The Brinno EMPOWER TLC2020-H Outdoor Time-Lapse Camera Bundle includes a TLC2020 time-lapse camera, an ATH1000 waterproof housing, and bungee cords for a time-lapse video recording solution.",https://shop.anekafoto.com/home/2249-brinno-tlc-2020-housing-bundle.html,,2026-04-12T15:24:31.458Z
Brinno TLC2020 Construction Bundle Outdoor Time Lapse Camera,N/A,"Rp9,500,000","{""Key Features:"":""TLC2020 Time-Lapse Camera Included | ATH1000 Waterproof Housing Included | ACC1000P Clamp Mount Kit Included | 1080p Resolution | 2\"" TFT LCD Screen | 2.8mm Lens & 118° Field of View | Bungee Cords Included | Powered by Four AA Batteries | Battery Life up to 99 Days | Supports microSD Cards up to 128GB""}","The Brinno EMPOWER TLC2020-C Outdoor Time-Lapse Camera Bundle includes a TLC2020 time-lapse camera, an ATH1000 waterproof housing, an ACC1000P clamp mount kit, and bungee cords for a time-lapse video recording solution.",https://shop.anekafoto.com/home/2245-brinno-tlc-2020-construction-bundle.html,,2026-04-12T15:24:32.377Z
Brinno BCC300-M Outdoor Time-Lapse Camera Bundle,N/A,"Rp4,940,000","{""Key Features:"":""TLC300 Outdoor Time-Lapse Camera | ATH120 Waterproof Housing Included | 1080p Resolution | 1.44\"" Crystal IPS LCD Screen | AWM100 Wall Mount & Two Bungee Cords | 118° Field of View | Four AA Batteries Included | Battery Life up to 100 Days | Supports microSD Cards up to 128GB | Weather-Resistant Camera & Housing""}","The Brinno BCC300-M Outdoor Time-Lapse Camera Bundle includes a TLC300 time-lapse camera, an ATH120 waterproof housing, an AWM100 wall mount, and two bungee cords for a time-lapse video recording solution.",https://shop.anekafoto.com/home/3899-brinno-bcc300-m-outdoor-time-lapse-camera-bundle.html,,2026-04-12T15:24:33.252Z
Brinno BCC300-C Outdoor Time-Lapse Camera Bundle,N/A,"Rp6,555,000","{""Key Features:"":""TLC300 Outdoor Time-Lapse Camera | ATH120 Waterproof Housing Included | 1080p Resolution | 1.44\"" Crystal IPS LCD Screen | Clampod & Two Bungee Cords Included | 118° Field of View | Four AA Batteries Included | Battery Life up to 100 Days | Supports microSD Cards up to 128GB | Weather-Resistant Camera & Housing""}","The Brinno BCC300-C Outdoor Time-Lapse Camera Bundle includes a TLC300 time-lapse camera, an ATH120 waterproof housing, a clampod, and two bungee cords for a time-lapse video recording solution.",https://shop.anekafoto.com/home/3900-brinno-bcc300-c-outdoor-time-lapse-camera-bundle.html,,2026-04-12T15:24:33.905Z
